country_name,country_code,indicator_name,year,value,region,continent
suriname,sur,government effectiveness,2014-12-31,-0.177114307880402,latin america & caribbean,americas
suriname,sur,government effectiveness,2015-12-31,-0.346649587154388,latin america & caribbean,americas
suriname,sur,government effectiveness,2016-12-31,-0.338375061750412,latin america & caribbean,americas
suriname,sur,government effectiveness,2017-12-31,-0.618173837661743,latin america & caribbean,americas
suriname,sur,government effectiveness,2018-12-31,-0.657655537128448,latin america & caribbean,americas
suriname,sur,government effectiveness,2019-12-31,-0.592646241188049,latin america & caribbean,americas
suriname,sur,government effectiveness,2020-12-31,-0.544024109840393,latin america & caribbean,americas
suriname,sur,government effectiveness,2021-12-31,-0.645067036151886,latin america & caribbean,americas
suriname,sur,political stability and absence of violence/terrorism,1996-12-31,0.440209209918976,latin america & caribbean,americas
suriname,sur,political stability and absence of violence/terrorism,1998-12-31,0.599269092082977,latin america & caribbean,americas
suriname,sur,political stability and absence of violence/terrorism,2000-12-31,0.212451234459877,latin america & caribbean,americas
suriname,sur,political stability and absence of violence/terrorism,2002-12-31,0.492683351039886,latin america & caribbean,americas
suriname,sur,political stability and absence of violence/terrorism,2003-12-31,0.483302503824234,latin america & caribbean,americas
suriname,sur,political stability and absence of violence/terrorism,2004-12-31,0.30226343870163,latin america & caribbean,americas
suriname,sur,political stability and absence of violence/terrorism,2005-12-31,0.233044505119324,latin america & caribbean,americas
suriname,sur,political stability and absence of violence/terrorism,2006-12-31,-0.0139150014147162,latin america & caribbean,americas
suriname,sur,political stability and absence of violence/terrorism,2007-12-31,-0.0173227712512016,latin america & caribbean,americas
suriname,sur,political stability and absence of violence/terrorism,2008-12-31,0.0996380820870399,latin america & caribbean,americas
suriname,sur,political stability and absence of violence/terrorism,2009-12-31,0.147267401218414,latin america & caribbean,americas
suriname,sur,political stability and absence of violence/terrorism,2010-12-31,0.0824754610657692,latin america & caribbean,americas
suriname,sur,political stability and absence of violence/terrorism,2011-12-31,0.119975283741951,latin america & caribbean,americas
suriname,sur,political stability and absence of violence/terrorism,2012-12-31,0.0793254524469376,latin america & caribbean,americas
suriname,sur,political stability and absence of violence/terrorism,2013-12-31,0.132779225707054,latin america & caribbean,americas
suriname,sur,political stability and absence of violence/terrorism,2014-12-31,0.249270841479301,latin america & caribbean,americas
suriname,sur,political stability and absence of violence/terrorism,2015-12-31,0.256688296794891,latin america & caribbean,americas
suriname,sur,political stability and absence of violence/terrorism,2016-12-31,0.162081345915794,latin america & caribbean,americas
suriname,sur,political stability and absence of violence/terrorism,2017-12-31,0.126681312918663,latin america & caribbean,americas
suriname,sur,political stability and absence of violence/terrorism,2018-12-31,0.0650854334235191,latin america & caribbean,americas
suriname,sur,political stability and absence of violence/terrorism,2019-12-31,0.101494126021862,latin america & caribbean,americas
suriname,sur,political stability and absence of violence/terrorism,2020-12-31,0.423546940088272,latin america & caribbean,americas
suriname,sur,political stability and absence of violence/terrorism,2021-12-31,0.374922007322311,latin america & caribbean,americas
suriname,sur,regulatory quality,1996-12-31,-0.543357133865356,latin america & caribbean,americas
suriname,sur,regulatory quality,1998-12-31,-0.531463503837585,latin america & caribbean,americas
suriname,sur,regulatory quality,2000-12-31,-0.579191446304321,latin america & caribbean,americas
suriname,sur,regulatory quality,2002-12-31,-0.677856028079987,latin america & caribbean,americas
suriname,sur,regulatory quality,2003-12-31,-0.575908243656158,latin america & caribbean,americas
suriname,sur,regulatory quality,2004-12-31,-0.650516927242279,latin america & caribbean,americas
suriname,sur,regulatory quality,2005-12-31,-0.520047545433044,latin america & caribbean,americas
suriname,sur,regulatory quality,2006-12-31,-0.525552690029144,latin america & caribbean,americas
suriname,sur,regulatory quality,2007-12-31,-0.593855679035187,latin america & caribbean,americas
suriname,sur,regulatory quality,2008-12-31,-0.541388154029846,latin america & caribbean,americas
suriname,sur,regulatory quality,2009-12-31,-0.612616002559662,latin america & caribbean,americas
suriname,sur,regulatory quality,2010-12-31,-0.667498528957367,latin america & caribbean,americas
suriname,sur,regulatory quality,2011-12-31,-0.582489609718323,latin america & caribbean,americas
suriname,sur,regulatory quality,2012-12-31,-0.476160943508148,latin america & caribbean,americas
suriname,sur,regulatory quality,2013-12-31,-0.446002990007401,latin america & caribbean,americas
suriname,sur,regulatory quality,2014-12-31,-0.634206414222717,latin america & caribbean,americas
suriname,sur,regulatory quality,2015-12-31,-0.610706031322479,latin america & caribbean,americas
suriname,sur,regulatory quality,2016-12-31,-0.631391525268555,latin america & caribbean,americas
suriname,sur,regulatory quality,2017-12-31,-0.539375066757202,latin america & caribbean,americas
suriname,sur,regulatory quality,2018-12-31,-0.65344655513763406,latin america & caribbean,americas
suriname,sur,regulatory quality,2019-12-31,-0.681967914104462,latin america & caribbean,americas
suriname,sur,regulatory quality,2020-12-31,-0.775420725345612,latin america & caribbean,americas
suriname,sur,regulatory quality,2021-12-31,-0.704956352710724,latin america & caribbean,americas
suriname,sur,rule of law,1996-12-31,-0.0809926018118858,latin america & caribbean,americas
suriname,sur,rule of law,1998-12-31,-0.00413450365886092,latin america & caribbean,americas
suriname,sur,rule of law,2000-12-31,-0.0384254194796085,latin america & caribbean,americas
suriname,sur,rule of law,2002-12-31,-0.127914935350418,latin america & caribbean,americas
suriname,sur,rule of law,2003-12-31,-0.0528743378818035,latin america & caribbean,americas
suriname,sur,rule of law,2004-12-31,-0.17975702881813,latin america & caribbean,americas
suriname,sur,rule of law,2005-12-31,-0.135859340429306,latin america & caribbean,americas
suriname,sur,rule of law,2006-12-31,-0.226305484771729,latin america & caribbean,americas
suriname,sur,rule of law,2007-12-31,-0.246702715754509,latin america & caribbean,americas
suriname,sur,rule of law,2008-12-31,-0.234130024909973,latin america & caribbean,americas
suriname,sur,rule of law,2009-12-31,-0.124648116528988,latin america & caribbean,americas
suriname,sur,rule of law,2010-12-31,-0.0577610395848751,latin america & caribbean,americas
suriname,sur,rule of law,2011-12-31,-0.0477658435702324,latin america & caribbean,americas
suriname,sur,rule of law,2012-12-31,-0.0615747198462486,latin america & caribbean,americas
suriname,sur,rule of law,2013-12-31,-0.0488410405814648,latin america & caribbean,americas
suriname,sur,rule of law,2014-12-31,-0.136010766029358,latin america & caribbean,americas
suriname,sur,rule of law,2015-12-31,-0.197424545884132,latin america & caribbean,americas
suriname,sur,rule of law,2016-12-31,-0.158274918794632,latin america & caribbean,americas
suriname,sur,rule of law,2017-12-31,-0.154022261500359,latin america & caribbean,americas
suriname,sur,rule of law,2018-12-31,-0.0682555884122849,latin america & caribbean,americas
suriname,sur,rule of law,2019-12-31,-0.063247449696064,latin america & caribbean,americas
suriname,sur,rule of law,2020-12-31,-0.110816098749638,latin america & caribbean,americas
suriname,sur,rule of law,2021-12-31,-0.102680578827858,latin america & caribbean,americas
suriname,sur,voice and accountability,1996-12-31,-0.0914219319820404,latin america & caribbean,americas
suriname,sur,voice and accountability,1998-12-31,0.17081980407238,latin america & caribbean,americas
suriname,sur,voice and accountability,2000-12-31,0.442086488008499,latin america & caribbean,americas
suriname,sur,voice and accountability,2002-12-31,0.494850069284439,latin america & caribbean,americas
suriname,sur,voice and accountability,2003-12-31,0.326033353805542,latin america & caribbean,americas
suriname,sur,voice and accountability,2004-12-31,0.114305287599564,latin america & caribbean,americas
suriname,sur,voice and accountability,2005-12-31,0.129616141319275,latin america & caribbean,americas
suriname,sur,voice and accountability,2006-12-31,0.511488795280457,latin america & caribbean,americas
suriname,sur,voice and accountability,2007-12-31,0.556039929389954,latin america & caribbean,americas
suriname,sur,voice and accountability,2008-12-31,0.60561341047287,latin america & caribbean,americas
suriname,sur,voice and accountability,2009-12-31,0.44483208656311,latin america & caribbean,americas
suriname,sur,voice and accountability,2010-12-31,0.383502691984177,latin america & caribbean,americas
suriname,sur,voice and accountability,2011-12-31,0.380300343036652,latin america & caribbean,americas
suriname,sur,voice and accountability,2012-12-31,0.340863466262817,latin america & caribbean,americas
suriname,sur,voice and accountability,2013-12-31,0.357050955295563,latin america & caribbean,americas
suriname,sur,voice and accountability,2014-12-31,0.516915023326874,latin america & caribbean,americas
suriname,sur,voice and accountability,2015-12-31,0.411409616470337,latin america & caribbean,americas
suriname,sur,voice and accountability,2016-12-31,0.415314823389053,latin america & caribbean,americas
suriname,sur,voice and accountability,2017-12-31,0.430541843175888,latin america & caribbean,americas
suriname,sur,voice and accountability,2018-12-31,0.288387984037399,latin america & caribbean,americas
suriname,sur,voice and accountability,2019-12-31,0.364362627267838,latin america & caribbean,americas
suriname,sur,voice and accountability,2020-12-31,0.418522715568542,latin america & caribbean,americas
suriname,sur,voice and accountability,2021-12-31,0.376892805099487,latin america & caribbean,americas
sweden,swe,control of corruption,1996-12-31,2.17398619651794,europe & central asia,europe
sweden,swe,control of corruption,1998-12-31,2.16930365562439,europe & central asia,europe
sweden,swe,control of corruption,2000-12-31,2.22582793235779,europe & central asia,europe
sweden,swe,control of corruption,2002-12-31,2.20039749145508,europe & central asia,europe
sweden,swe,control of corruption,2003-12-31,2.14788365364075,europe & central asia,europe
sweden,swe,control of corruption,2004-12-31,2.13264751434326,europe & central asia,europe
sweden,swe,control of corruption,2005-12-31,2.01279759407043,europe & central asia,europe
sweden,swe,control of corruption,2006-12-31,2.18632340431213,europe & central asia,europe
sweden,swe,control of corruption,2007-12-31,2.23397564888,europe & central asia,europe
sweden,swe,control of corruption,2008-12-31,2.21141076087952,europe & central asia,europe
sweden,swe,control of corruption,2009-12-31,2.24269556999207,europe & central asia,europe
sweden,swe,control of corruption,2010-12-31,2.21972584724426,europe & central asia,europe
sweden,swe,control of corruption,2011-12-31,2.16803646087646,europe & central asia,europe
sweden,swe,control of corruption,2012-12-31,2.27712059020996,europe & central asia,europe
sweden,swe,control of corruption,2013-12-31,2.23930025100708,europe & central asia,europe
sweden,swe,control of corruption,2014-12-31,2.11104297637939,europe & central asia,europe
sweden,swe,control of corruption,2015-12-31,2.18594098091125,europe & central asia,europe
sweden,swe,control of corruption,2016-12-31,2.14740252494812,europe & central asia,europe
sweden,swe,control of corruption,2017-12-31,2.14078736305237,europe & central asia,europe
sweden,swe,control of corruption,2018-12-31,2.14515686035156,europe & central asia,europe
sweden,swe,control of corruption,2019-12-31,2.12822103500366,europe & central asia,europe
sweden,swe,control of corruption,2020-12-31,2.12586712837219,europe & central asia,europe
sweden,swe,control of corruption,2021-12-31,2.1303448677063,europe & central asia,europe
sweden,swe,government effectiveness,1996-12-31,1.92191684246063,europe & central asia,europe
sweden,swe,government effectiveness,1998-12-31,1.88449275493622,europe & central asia,europe
sweden,swe,government effectiveness,2000-12-31,1.87932634353638,europe & central asia,europe
sweden,swe,government effectiveness,2002-12-31,1.96259272098541,europe & central asia,europe
sweden,swe,government effectiveness,2003-12-31,2.01600360870361,europe & central asia,europe
sweden,swe,government effectiveness,2004-12-31,2.09926533699036,europe & central asia,europe
sweden,swe,government effectiveness,2005-12-31,1.88738107681274,europe & central asia,europe
sweden,swe,government effectiveness,2006-12-31,1.80018162727356,europe & central asia,europe
sweden,swe,government effectiveness,2007-12-31,2.01798391342163,europe & central asia,europe
sweden,swe,government effectiveness,2008-12-31,1.94633615016937,europe & central asia,europe
sweden,swe,government effectiveness,2009-12-31,2.04147815704346,europe & central asia,europe
sweden,swe,government effectiveness,2010-12-31,1.96242189407349,europe & central asia,europe
sweden,swe,government effectiveness,2011-12-31,1.92498362064362,europe & central asia,europe
sweden,swe,government effectiveness,2012-12-31,1.91071212291718,europe & central asia,europe
sweden,swe,government effectiveness,2013-12-31,1.78928470611572,europe & central asia,europe
sweden,swe,government effectiveness,2014-12-31,1.681720495224,europe & central asia,europe
sweden,swe,government effectiveness,2015-12-31,1.71137487888336,europe & central asia,europe
sweden,swe,government effectiveness,2016-12-31,1.69272089004517,europe & central asia,europe
sweden,swe,government effectiveness,2017-12-31,1.70821261405945,europe & central asia,europe
sweden,swe,government effectiveness,2018-12-31,1.70424115657806,europe & central asia,europe
sweden,swe,government effectiveness,2019-12-31,1.70230340957642,europe & central asia,europe
sweden,swe,government effectiveness,2020-12-31,1.70982444286346,europe & central asia,europe
sweden,swe,government effectiveness,2021-12-31,1.65233671665192,europe & central asia,europe
sweden,swe,political stability and absence of violence/terrorism,1996-12-31,1.45682156085968,europe & central asia,europe
sweden,swe,political stability and absence of violence/terrorism,1998-12-31,1.39918959140778,europe & central asia,europe
sweden,swe,political stability and absence of violence/terrorism,2000-12-31,1.39177203178406,europe & central asia,europe
sweden,swe,political stability and absence of violence/terrorism,2002-12-31,1.47525751590729,europe & central asia,europe
sweden,swe,political stability and absence of violence/terrorism,2003-12-31,1.34161329269409,europe & central asia,europe
sweden,swe,political stability and absence of violence/terrorism,2004-12-31,1.36222684383392,europe & central asia,europe
sweden,swe,political stability and absence of violence/terrorism,2005-12-31,1.29990482330322,europe & central asia,europe
sweden,swe,political stability and absence of violence/terrorism,2006-12-31,1.29393398761749,europe & central asia,europe
sweden,swe,political stability and absence of violence/terrorism,2007-12-31,1.27147829532623,europe & central asia,europe
sweden,swe,political stability and absence of violence/terrorism,2008-12-31,1.12833654880524,europe & central asia,europe
sweden,swe,political stability and absence of violence/terrorism,2009-12-31,1.08463823795319,europe & central asia,europe
sweden,swe,political stability and absence of violence/terrorism,2010-12-31,1.09417045116425,europe & central asia,europe
sweden,swe,political stability and absence of violence/terrorism,2011-12-31,1.23068809509277,europe & central asia,europe
sweden,swe,political stability and absence of violence/terrorism,2012-12-31,1.17059719562531,europe & central asia,europe
sweden,swe,political stability and absence of violence/terrorism,2013-12-31,1.12777805328369,europe & central asia,europe
sweden,swe,political stability and absence of violence/terrorism,2014-12-31,1.06541478633881,europe & central asia,europe
sweden,swe,political stability and absence of violence/terrorism,2015-12-31,0.947106420993805,europe & central asia,europe
sweden,swe,political stability and absence of violence/terrorism,2016-12-31,1.0179408788681,europe & central asia,europe
sweden,swe,political stability and absence of violence/terrorism,2017-12-31,0.984416782855988,europe & central asia,europe
sweden,swe,political stability and absence of violence/terrorism,2018-12-31,0.940556704998016,europe & central asia,europe
sweden,swe,political stability and absence of violence/terrorism,2019-12-31,1.03947269916534,europe & central asia,europe
sweden,swe,political stability and absence of violence/terrorism,2020-12-31,1.02638030052185,europe & central asia,europe
sweden,swe,political stability and absence of violence/terrorism,2021-12-31,1.03403544425964,europe & central asia,europe
sweden,swe,regulatory quality,1996-12-31,1.319948554039,europe & central asia,europe
sweden,swe,regulatory quality,1998-12-31,1.16445672512054,europe & central asia,europe
sweden,swe,regulatory quality,2000-12-31,1.34945940971375,europe & central asia,europe
sweden,swe,regulatory quality,2002-12-31,1.59024393558502,europe & central asia,europe
sweden,swe,regulatory quality,2003-12-31,1.61025357246399,europe & central asia,europe
sweden,swe,regulatory quality,2004-12-31,1.66940915584564,europe & central asia,europe
sweden,swe,regulatory quality,2005-12-31,1.5328688621521,europe & central asia,europe
sweden,swe,regulatory quality,2006-12-31,1.43954706192017,europe & central asia,europe
sweden,swe,regulatory quality,2007-12-31,1.57299721240997,europe & central asia,europe
sweden,swe,regulatory quality,2008-12-31,1.63588404655457,europe & central asia,europe
sweden,swe,regulatory quality,2009-12-31,1.64970362186432,europe & central asia,europe
sweden,swe,regulatory quality,2010-12-31,1.65624058246613,europe & central asia,europe
sweden,swe,regulatory quality,2011-12-31,1.89224195480347,europe & central asia,europe
sweden,swe,regulatory quality,2012-12-31,1.90003883838654,europe & central asia,europe
sweden,swe,regulatory quality,2013-12-31,1.8954666852951,europe & central asia,europe
sweden,swe,regulatory quality,2014-12-31,1.8051632642746,europe & central asia,europe
sweden,swe,regulatory quality,2015-12-31,1.81017088890076,europe & central asia,europe
sweden,swe,regulatory quality,2016-12-31,1.85117828845978,europe & central asia,europe
sweden,swe,regulatory quality,2017-12-31,1.79640650749207,europe & central asia,europe
sweden,swe,regulatory quality,2018-12-31,1.83144760131836,europe & central asia,europe
sweden,swe,regulatory quality,2019-12-31,1.80026471614838,europe & central asia,europe
sweden,swe,regulatory quality,2020-12-31,1.68751895427704,europe & central asia,europe
sweden,swe,regulatory quality,2021-12-31,1.75257098674774,europe & central asia,europe
sweden,swe,rule of law,1996-12-31,1.79586124420166,europe & central asia,europe
sweden,swe,rule of law,1998-12-31,1.75143575668335,europe & central asia,europe
sweden,swe,rule of law,2000-12-31,1.8001868724823,europe & central asia,europe
sweden,swe,rule of law,2002-12-31,1.84246826171875,europe & central asia,europe
sweden,swe,rule of law,2003-12-31,1.88671100139618,europe & central asia,europe
sweden,swe,rule of law,2004-12-31,1.87256228923798,europe & central asia,europe
sweden,swe,rule of law,2005-12-31,1.79775130748749,europe & central asia,europe
sweden,swe,rule of law,2006-12-31,1.85117638111115,europe & central asia,europe
sweden,swe,rule of law,2007-12-31,1.89182782173157,europe & central asia,europe
sweden,swe,rule of law,2008-12-31,1.91915678977966,europe & central asia,europe
sweden,swe,rule of law,2009-12-31,1.9582816362381,europe & central asia,europe
sweden,swe,rule of law,2010-12-31,1.93030881881714,europe & central asia,europe
sweden,swe,rule of law,2011-12-31,1.91803658008575,europe & central asia,europe
sweden,swe,rule of law,2012-12-31,1.92827761173248,europe & central asia,europe
sweden,swe,rule of law,2013-12-31,1.95055162906647,europe & central asia,europe
sweden,swe,rule of law,2014-12-31,1.97517240047455,europe & central asia,europe
sweden,swe,rule of law,2015-12-31,2.01940560340881,europe & central asia,europe
sweden,swe,rule of law,2016-12-31,1.98294198513031,europe & central asia,europe
sweden,swe,rule of law,2017-12-31,1.85031378269196,europe & central asia,europe
sweden,swe,rule of law,2018-12-31,1.81655418872833,europe & central asia,europe
sweden,swe,rule of law,2019-12-31,1.82391309738159,europe & central asia,europe
sweden,swe,rule of law,2020-12-31,1.79725050926208,europe & central asia,europe
sweden,swe,rule of law,2021-12-31,1.73383045196533,europe & central asia,europe
sweden,swe,voice and accountability,1996-12-31,1.51839065551758,europe & central asia,europe
sweden,swe,voice and accountability,1998-12-31,1.53684067726135,europe & central asia,europe
sweden,swe,voice and accountability,2000-12-31,1.57328855991364,europe & central asia,europe
sweden,swe,voice and accountability,2002-12-31,1.50778388977051,europe & central asia,europe
sweden,swe,voice and accountability,2003-12-31,1.54860532283783,europe & central asia,europe
sweden,swe,voice and accountability,2004-12-31,1.73924720287323,europe & central asia,europe
sweden,swe,voice and accountability,2005-12-31,1.58447277545929,europe & central asia,europe
sweden,swe,voice and accountability,2006-12-31,1.48571825027466,europe & central asia,europe
sweden,swe,voice and accountability,2007-12-31,1.51013612747192,europe & central asia,europe
sweden,swe,voice and accountability,2008-12-31,1.52016663551331,europe & central asia,europe
sweden,swe,voice and accountability,2009-12-31,1.54603838920593,europe & central asia,europe
sweden,swe,voice and accountability,2010-12-31,1.54272592067719,europe & central asia,europe
sweden,swe,voice and accountability,2011-12-31,1.61295545101166,europe & central asia,europe
sweden,swe,voice and accountability,2012-12-31,1.69035804271698,europe & central asia,europe
sweden,swe,voice and accountability,2013-12-31,1.65811014175415,europe & central asia,europe
sweden,swe,voice and accountability,2014-12-31,1.61111927032471,europe & central asia,europe
sweden,swe,voice and accountability,2015-12-31,1.5653303861618,europe & central asia,europe
sweden,swe,voice and accountability,2016-12-31,1.5646858215332,europe & central asia,europe
sweden,swe,voice and accountability,2017-12-31,1.56925332546234,europe & central asia,europe
sweden,swe,voice and accountability,2018-12-31,1.56835758686066,europe & central asia,europe
sweden,swe,voice and accountability,2019-12-31,1.56092047691345,europe & central asia,europe
sweden,swe,voice and accountability,2020-12-31,1.50253629684448,europe & central asia,europe
sweden,swe,voice and accountability,2021-12-31,1.50559937953949,europe & central asia,europe
switzerland,che,control of corruption,1996-12-31,1.98697578907013,europe & central asia,europe
switzerland,che,control of corruption,1998-12-31,2.05191779136658,europe & central asia,europe
switzerland,che,control of corruption,2000-12-31,2.04835367202759,europe & central asia,europe
switzerland,che,control of corruption,2002-12-31,2.05901455879211,europe & central asia,europe
switzerland,che,control of corruption,2003-12-31,2.01248097419739,europe & central asia,europe
switzerland,che,control of corruption,2004-12-31,1.98526263237,europe & central asia,europe
switzerland,che,control of corruption,2005-12-31,2.01012587547302,europe & central asia,europe
switzerland,che,control of corruption,2006-12-31,2.08340835571289,europe & central asia,europe
switzerland,che,control of corruption,2007-12-31,2.14034938812256,europe & central asia,europe
switzerland,che,control of corruption,2008-12-31,2.10857200622559,europe & central asia,europe
switzerland,che,control of corruption,2009-12-31,2.06019997596741,europe & central asia,europe
switzerland,che,control of corruption,2010-12-31,2.06414246559143,europe & central asia,europe
switzerland,che,control of corruption,2011-12-31,2.0290699005127,europe & central asia,europe
switzerland,che,control of corruption,2012-12-31,2.13839817047119,europe & central asia,europe
switzerland,che,control of corruption,2013-12-31,2.12483501434326,europe & central asia,europe
switzerland,che,control of corruption,2014-12-31,2.147784948349,europe & central asia,europe
switzerland,che,control of corruption,2015-12-31,2.13466167449951,europe & central asia,europe
switzerland,che,control of corruption,2016-12-31,1.98323488235474,europe & central asia,europe
switzerland,che,control of corruption,2017-12-31,1.98489570617676,europe & central asia,europe
switzerland,che,control of corruption,2018-12-31,2.00462818145752,europe & central asia,europe
switzerland,che,control of corruption,2019-12-31,1.98032593727112,europe & central asia,europe
switzerland,che,control of corruption,2020-12-31,2.0765540599823,europe & central asia,europe
switzerland,che,control of corruption,2021-12-31,1.98969745635986,europe & central asia,europe
switzerland,che,government effectiveness,1996-12-31,1.75708055496216,europe & central asia,europe
switzerland,che,government effectiveness,1998-12-31,1.9069150686264,europe & central asia,europe
switzerland,che,government effectiveness,2000-12-31,1.95634055137634,europe & central asia,europe
switzerland,che,government effectiveness,2002-12-31,1.93704175949097,europe & central asia,europe
switzerland,che,government effectiveness,2003-12-31,1.75296270847321,europe & central asia,europe
switzerland,che,government effectiveness,2004-12-31,2.15803837776184,europe & central asia,europe
switzerland,che,government effectiveness,2005-12-31,1.8457704782486,europe & central asia,europe
switzerland,che,government effectiveness,2006-12-31,2.07485246658325,europe & central asia,europe
switzerland,che,government effectiveness,2007-12-31,2.03506827354431,europe & central asia,europe
switzerland,che,government effectiveness,2008-12-31,2.02693128585815,europe & central asia,europe
switzerland,che,government effectiveness,2009-12-31,1.94482314586639,europe & central asia,europe
switzerland,che,government effectiveness,2010-12-31,1.87075936794281,europe & central asia,europe
switzerland,che,government effectiveness,2011-12-31,1.86142885684967,europe & central asia,europe
switzerland,che,government effectiveness,2012-12-31,1.88250148296356,europe & central asia,europe
switzerland,che,government effectiveness,2013-12-31,1.81683492660522,europe & central asia,europe
switzerland,che,government effectiveness,2014-12-31,2.10513758659363,europe & central asia,europe
switzerland,che,government effectiveness,2015-12-31,1.99294698238373,europe & central asia,europe
switzerland,che,government effectiveness,2016-12-31,2.00065541267395,europe & central asia,europe
switzerland,che,government effectiveness,2017-12-31,2.0502336025238,europe & central asia,europe
switzerland,che,government effectiveness,2018-12-31,2.03054046630859,europe & central asia,europe
switzerland,che,government effectiveness,2019-12-31,1.94432032108307,europe & central asia,europe
switzerland,che,government effectiveness,2020-12-31,2.01025295257568,europe & central asia,europe
switzerland,che,government effectiveness,2021-12-31,2.03224897384644,europe & central asia,europe
switzerland,che,political stability and absence of violence/terrorism,1996-12-31,1.45682156085968,europe & central asia,europe
switzerland,che,political stability and absence of violence/terrorism,1998-12-31,1.43966126441956,europe & central asia,europe
switzerland,che,political stability and absence of violence/terrorism,2000-12-31,1.57881200313568,europe & central asia,europe
switzerland,che,political stability and absence of violence/terrorism,2002-12-31,1.54236817359924,europe & central asia,europe
switzerland,che,political stability and absence of violence/terrorism,2003-12-31,1.24610948562622,europe & central asia,europe
switzerland,che,political stability and absence of violence/terrorism,2004-12-31,1.22733986377716,europe & central asia,europe
switzerland,che,political stability and absence of violence/terrorism,2005-12-31,1.19678211212158,europe & central asia,europe
switzerland,che,political stability and absence of violence/terrorism,2006-12-31,1.26811742782593,europe & central asia,europe
switzerland,che,political stability and absence of violence/terrorism,2007-12-31,1.23440885543823,europe & central asia,europe
switzerland,che,political stability and absence of violence/terrorism,2008-12-31,1.22224521636963,europe & central asia,europe
switzerland,che,political stability and absence of violence/terrorism,2009-12-31,1.30772125720978,europe & central asia,europe
switzerland,che,political stability and absence of violence/terrorism,2010-12-31,1.25859427452087,europe & central asia,europe
switzerland,che,political stability and absence of violence/terrorism,2011-12-31,1.30034208297729,europe & central asia,europe
switzerland,che,political stability and absence of violence/terrorism,2012-12-31,1.41833603382111,europe & central asia,europe
switzerland,che,political stability and absence of violence/terrorism,2013-12-31,1.4011402130127,europe & central asia,europe
switzerland,che,political stability and absence of violence/terrorism,2014-12-31,1.40265262126923,europe & central asia,europe
switzerland,che,political stability and absence of violence/terrorism,2015-12-31,1.33935904502869,europe & central asia,europe
switzerland,che,political stability and absence of violence/terrorism,2016-12-31,1.3062903881073,europe & central asia,europe
switzerland,che,political stability and absence of violence/terrorism,2017-12-31,1.25680530071259,europe & central asia,europe
switzerland,che,political stability and absence of violence/terrorism,2018-12-31,1.33355343341827,europe & central asia,europe
switzerland,che,political stability and absence of violence/terrorism,2019-12-31,1.32495296001434,europe & central asia,europe
switzerland,che,political stability and absence of violence/terrorism,2020-12-31,1.19166111946106,europe & central asia,europe
switzerland,che,political stability and absence of violence/terrorism,2021-12-31,1.13144516944885,europe & central asia,europe
switzerland,che,regulatory quality,1996-12-31,1.55765902996063,europe & central asia,europe
switzerland,che,regulatory quality,1998-12-31,1.64124596118927,europe & central asia,europe
switzerland,che,regulatory quality,2000-12-31,1.79224491119385,europe & central asia,europe
switzerland,che,regulatory quality,2002-12-31,1.73382663726807,europe & central asia,europe
switzerland,che,regulatory quality,2003-12-31,1.68371534347534,europe & central asia,europe
switzerland,che,regulatory quality,2004-12-31,1.63682568073273,europe & central asia,europe
switzerland,che,regulatory quality,2005-12-31,1.55062913894653,europe & central asia,europe
switzerland,che,regulatory quality,2006-12-31,1.49548137187958,europe & central asia,europe
switzerland,che,regulatory quality,2007-12-31,1.64546430110931,europe & central asia,europe
switzerland,che,regulatory quality,2008-12-31,1.56200671195984,europe & central asia,europe
switzerland,che,regulatory quality,2009-12-31,1.54901349544525,europe & central asia,europe
switzerland,che,regulatory quality,2010-12-31,1.62086713314056,europe & central asia,europe
switzerland,che,regulatory quality,2011-12-31,1.61533617973328,europe & central asia,europe
switzerland,che,regulatory quality,2012-12-31,1.65106618404388,europe & central asia,europe
switzerland,che,regulatory quality,2013-12-31,1.61979234218597,europe & central asia,europe
switzerland,che,regulatory quality,2014-12-31,1.80034029483795,europe & central asia,europe
switzerland,che,regulatory quality,2015-12-31,1.73624169826508,europe & central asia,europe
switzerland,che,regulatory quality,2016-12-31,1.90890896320343,europe & central asia,europe
switzerland,che,regulatory quality,2017-12-31,1.88180434703827,europe & central asia,europe
switzerland,che,regulatory quality,2018-12-31,1.79746150970459,europe & central asia,europe
switzerland,che,regulatory quality,2019-12-31,1.66301369667053,europe & central asia,europe
switzerland,che,regulatory quality,2020-12-31,1.59497022628784,europe & central asia,europe
switzerland,che,regulatory quality,2021-12-31,1.73292970657349,europe & central asia,europe
switzerland,che,rule of law,1996-12-31,1.93155193328857,europe & central asia,europe
switzerland,che,rule of law,1998-12-31,1.9275484085083,europe & central asia,europe
switzerland,che,rule of law,2000-12-31,1.94582056999207,europe & central asia,europe
switzerland,che,rule of law,2002-12-31,1.91821336746216,europe & central asia,europe
switzerland,che,rule of law,2003-12-31,1.89939785003662,europe & central asia,europe
switzerland,che,rule of law,2004-12-31,1.88619542121887,europe & central asia,europe
switzerland,che,rule of law,2005-12-31,1.90166938304901,europe & central asia,europe
switzerland,che,rule of law,2006-12-31,1.80377161502838,europe & central asia,europe
switzerland,che,rule of law,2007-12-31,1.82794570922852,europe & central asia,europe
switzerland,che,rule of law,2008-12-31,1.80470788478851,europe & central asia,europe
switzerland,che,rule of law,2009-12-31,1.74314093589783,europe & central asia,europe
